index	Chrs	start	end	number	genome
5002	Chr10	70000000	70100000	2	K
5003	Chr10	74600000	74700000	4	K
5004	Chr10	76050000	76150000	3	K
5005	Chr10	77750000	77850000	1	K
5006	Chr10	79700000	79800000	1	K
5007	Chr10	81800000	81900000	2	K
5008	Chr10	87450000	87550000	0	K
5009	Chr10	89150000	89250000	1	K
5010	Chr10	92300000	92400000	1	K
5011	Chr10	99100000	99200000	1	K
5012	Chr10	99900000	100000000	5	K
5013	Chr10	102500000	102600000	1	K
5014	Chr10	105150000	105250000	4	K
5015	Chr10	105800000	105900000	5	K
5016	Chr10	107500000	107600000	4	K
5017	Chr10	111550000	111650000	3	K
5018	Chr10	114850000	114950000	5	K
5019	Chr10	119800000	119900000	0	K
5020	Chr10	121250000	121350000	1	K
5021	Chr10	122450000	122550000	3	K
5022	Chr10	125050000	125150000	1	K
5023	Chr10	134350000	134450000	2	K
5024	Chr10	134750000	134850000	3	K
5025	Chr10	137900000	138000000	2	K
5026	Chr10	139600000	139700000	1	K
5027	Chr10	140250000	140350000	1	K
5028	Chr10	142350000	142450000	5	K
5029	Chr10	144050000	144150000	6	K
5030	Chr10	144450000	144550000	1	K
5031	Chr10	144850000	144950000	2	K
5032	Chr10	146550000	146650000	3	K
5033	Chr10	149700000	149800000	5	K
5034	Chr10	150750000	150850000	1	K
5035	Chr10	152200000	152300000	4	K
5036	Chr10	153500000	153600000	6	K
5037	Chr10	155200000	155300000	3	K
5038	Chr10	157550000	157650000	3	K
5039	Chr10	158350000	158450000	3	K
5040	Chr10	161900000	162000000	6	K
5041	Chr10	166750000	166850000	17	K
5042	Chr11	25150000	25250000	7	K
5043	Chr11	41900000	42000000	4	K
5044	Chr11	167700000	167800000	9	K
5045	Chr11	950000	1050000	8	K
5046	Chr11	2000000	2100000	6	K
5047	Chr11	4100000	4200000	4	K
5048	Chr11	23000000	23100000	3	K
5049	Chr11	24050000	24150000	3	K
5050	Chr11	39750000	39850000	1	K
5051	Chr11	52400000	52500000	1	K
5052	Chr11	54500000	54600000	1	K
5053	Chr11	61800000	61900000	3	K
5054	Chr11	76450000	76550000	2	K
5055	Chr11	87000000	87100000	2	K
5056	Chr11	94350000	94450000	2	K
5057	Chr11	110050000	110150000	1	K
5058	Chr11	121550000	121650000	3	K
5059	Chr11	144650000	144750000	6	K
5060	Chr11	162500000	162600000	6	K
5061	Chr11	163500000	163600000	7	K
5062	Chr11	164550000	164650000	8	K
5063	Chr11	174000000	174100000	8	K
5064	Chr11	1350000	1450000	10	K
5065	Chr11	1650000	1750000	9	K
5066	Chr11	2750000	2850000	8	K
5067	Chr11	3250000	3350000	7	K
5068	Chr11	3850000	3950000	6	K
5069	Chr11	4550000	4650000	4	K
5070	Chr11	5350000	5450000	1	K
5071	Chr11	7650000	7750000	3	K
5072	Chr11	8750000	8850000	3	K
5073	Chr11	9550000	9650000	7	K
5074	Chr11	10650000	10750000	6	K
5075	Chr11	11250000	11350000	3	K
5076	Chr11	12650000	12750000	7	K
5077	Chr11	13450000	13550000	5	K
5078	Chr11	14400000	14500000	4	K
5079	Chr11	16850000	16950000	8	K
5080	Chr11	18550000	18650000	2	K
5081	Chr11	22400000	22500000	6	K
5082	Chr11	23550000	23650000	5	K
5083	Chr11	25600000	25700000	2	K
5084	Chr11	27000000	27100000	2	K
5085	Chr11	28100000	28200000	2	K
5086	Chr11	28900000	29000000	0	K
5087	Chr11	31900000	32000000	1	K
5088	Chr11	33000000	33100000	3	K
5089	Chr11	33400000	33500000	0	K
5090	Chr11	34650000	34750000	6	K
5091	Chr11	34900000	35000000	5	K
5092	Chr11	36950000	37050000	2	K
5093	Chr11	39000000	39100000	2	K
5094	Chr11	39400000	39500000	2	K
5095	Chr11	43700000	43800000	2	K
5096	Chr11	44900000	45000000	0	K
5097	Chr11	45650000	45750000	0	K
5098	Chr11	46200000	46300000	0	K
5099	Chr11	47350000	47450000	0	K
5100	Chr11	48750000	48850000	0	K
5101	Chr11	49400000	49500000	0	K
5102	Chr11	50500000	50600000	0	K
5103	Chr11	55900000	56000000	2	K
5104	Chr11	58100000	58200000	0	K
5105	Chr11	59850000	59950000	3	K
5106	Chr11	60500000	60600000	2	K
5107	Chr11	60850000	60950000	1	K
5108	Chr11	61200000	61300000	1	K
5109	Chr11	62350000	62450000	2	K
5110	Chr11	63150000	63250000	1	K
5111	Chr11	63750000	63850000	1	K
5112	Chr11	64300000	64400000	3	K
5113	Chr11	68000000	68100000	4	K
5114	Chr11	68600000	68700000	2	K
5115	Chr11	70600000	70700000	1	K
5116	Chr11	71900000	72000000	4	K
5117	Chr11	73600000	73700000	0	K
5118	Chr11	73850000	73950000	0	K
5119	Chr11	74950000	75050000	0	K
5120	Chr11	75950000	76050000	3	K
5121	Chr11	77400000	77500000	2	K
5122	Chr11	78100000	78200000	1	K
5123	Chr11	78750000	78850000	0	K
5124	Chr11	79750000	79850000	1	K
5125	Chr11	80200000	80300000	1	K
5126	Chr11	82700000	82800000	1	K
5127	Chr11	83550000	83650000	2	K
5128	Chr11	84000000	84100000	5	K
5129	Chr11	84450000	84550000	2	K
5130	Chr11	86500000	86600000	2	K
5131	Chr11	87900000	88000000	2	K
5132	Chr11	90500000	90600000	0	K
5133	Chr11	92000000	92100000	2	K
5134	Chr11	92350000	92450000	2	K
5135	Chr11	93150000	93250000	2	K
5136	Chr11	93500000	93600000	2	K
5137	Chr11	95100000	95200000	1	K
5138	Chr11	97850000	97950000	1	K
5139	Chr11	98650000	98750000	2	K
5140	Chr11	99800000	99900000	1	K
5141	Chr11	100350000	100450000	2	K
5142	Chr11	101750000	101850000	1	K
5143	Chr11	104150000	104250000	1	K
5144	Chr11	108050000	108150000	2	K
5145	Chr11	108900000	109000000	1	K
5146	Chr11	111200000	111300000	2	K
5147	Chr11	115650000	115750000	3	K
5148	Chr11	116100000	116200000	2	K
5149	Chr11	116950000	117050000	3	K
5150	Chr11	120450000	120550000	0	K
5151	Chr11	122250000	122350000	5	K
5152	Chr11	122850000	122950000	4	K
5153	Chr11	123050000	123150000	5	K
5154	Chr11	123550000	123650000	1	K
5155	Chr11	123950000	124050000	5	K
5156	Chr11	124300000	124400000	3	K
5157	Chr11	124900000	125000000	3	K
5158	Chr11	125400000	125500000	4	K
5159	Chr11	126350000	126450000	5	K
5160	Chr11	126700000	126800000	3	K
5161	Chr11	128100000	128200000	0	K
5162	Chr11	128750000	128850000	0	K
5163	Chr11	130500000	130600000	4	K
5164	Chr11	131950000	132050000	1	K
5165	Chr11	133250000	133350000	1	K
5166	Chr11	135300000	135400000	2	K
5167	Chr11	136000000	136100000	3	K
5168	Chr11	137100000	137200000	1	K
5169	Chr11	137400000	137500000	4	K
5170	Chr11	139050000	139150000	1	K
5171	Chr11	141200000	141300000	1	K
5172	Chr11	141900000	142000000	3	K
5173	Chr11	142850000	142950000	7	K
5174	Chr11	143850000	143950000	2	K
5175	Chr11	145600000	145700000	4	K
5176	Chr11	145950000	146050000	7	K
5177	Chr11	147550000	147650000	6	K
5178	Chr11	148550000	148650000	1	K
5179	Chr11	149650000	149750000	6	K
5180	Chr11	151900000	152000000	3	K
5181	Chr11	152150000	152250000	6	K
5182	Chr11	153450000	153550000	3	K
5183	Chr11	154400000	154500000	1	K
5184	Chr11	155050000	155150000	5	K
5185	Chr11	155550000	155650000	4	K
5186	Chr11	155750000	155850000	5	K
5187	Chr11	156350000	156450000	1	K
5188	Chr11	157100000	157200000	0	K
5189	Chr11	157400000	157500000	3	K
5190	Chr11	158200000	158300000	8	K
5191	Chr11	158800000	158900000	3	K
5192	Chr11	160250000	160350000	7	K
5193	Chr11	161150000	161250000	5	K
5194	Chr11	162200000	162300000	5	K
5195	Chr11	163700000	163800000	6	K
5196	Chr11	164850000	164950000	8	K
5197	Chr11	165150000	165250000	9	K
5198	Chr11	165900000	166000000	8	K
5199	Chr11	166950000	167050000	6	K
5200	Chr11	169200000	169300000	10	K
5201	Chr11	170250000	170350000	5	K
5202	Chr11	171000000	171100000	4	K
5203	Chr11	171300000	171400000	8	K
5204	Chr11	172150000	172250000	9	K
5205	Chr11	174650000	174750000	13	K
5206	Chr11	175200000	175300000	9	K
5207	Chr11	177900000	178000000	11	K
5208	Chr11	179400000	179500000	13	K
5209	Chr11	181250000	181350000	16	K
5210	Chr11	182300000	182400000	7	K
5211	Chr11	182750000	182850000	12	K
5212	Chr11	183600000	183700000	13	K
5213	Chr11	186200000	186300000	11	K
5214	Chr11	0	50000	4	K
5215	Chr11	400000	500000	7	K
5216	Chr11	3550000	3650000	18	K
5217	Chr11	4850000	4950000	5	K
5218	Chr11	6050000	6150000	2	K
5219	Chr11	6700000	6800000	2	K
5220	Chr11	9050000	9150000	2	K
5221	Chr11	17700000	17800000	4	K
5222	Chr11	18100000	18200000	4	K
5223	Chr11	19150000	19250000	6	K
5224	Chr11	19950000	20050000	3	K
5225	Chr11	20600000	20700000	7	K
5226	Chr11	22050000	22150000	5	K
5227	Chr11	26500000	26600000	3	K
5228	Chr11	38300000	38400000	5	K
5229	Chr11	41550000	41650000	4	K
5230	Chr11	43000000	43100000	0	K
5231	Chr11	45250000	45350000	0	K
5232	Chr11	51250000	51350000	0	K
5233	Chr11	53500000	53600000	1	K
5234	Chr11	55600000	55700000	2	K
5235	Chr11	56650000	56750000	1	K
5236	Chr11	57700000	57800000	1	K
5237	Chr11	59400000	59500000	0	K
5238	Chr11	68300000	68400000	1	K
5239	Chr11	71050000	71150000	0	K
5240	Chr11	89150000	89250000	1	K
5241	Chr11	91500000	91600000	2	K
5242	Chr11	92800000	92900000	5	K
5243	Chr11	93850000	93950000	4	K
5244	Chr11	96500000	96600000	0	K
5245	Chr11	97000000	97100000	0	K
5246	Chr11	107100000	107200000	1	K
5247	Chr11	108400000	108500000	2	K
5248	Chr11	113000000	113100000	2	K
5249	Chr11	113650000	113750000	1	K
5250	Chr11	117850000	117950000	5	K
5251	Chr11	119950000	120050000	0	K
5252	Chr11	129900000	130000000	3	K
5253	Chr11	133850000	133950000	2	K
5254	Chr11	134900000	135000000	2	K
5255	Chr11	138300000	138400000	6	K
5256	Chr11	139600000	139700000	2	K
5257	Chr11	140000000	140100000	3	K
5258	Chr11	140800000	140900000	6	K
5259	Chr11	144850000	144950000	5	K
5260	Chr11	146950000	147050000	5	K
5261	Chr11	149050000	149150000	8	K
5262	Chr11	150350000	150450000	5	K
5263	Chr11	153900000	154000000	6	K
5264	Chr11	159150000	159250000	12	K
5265	Chr11	166350000	166450000	8	K
5266	Chr11	167400000	167500000	12	K
5267	Chr11	168850000	168950000	4	K
5268	Chr11	171600000	171700000	11	K
5269	Chr11	172500000	172600000	12	K
5270	Chr11	174200000	174300000	8	K
5271	Chr11	176950000	177050000	13	K
5272	Chr11	186800000	186900000	6	K
5273	Chr12	25100000	25200000	5	K
5274	Chr12	109000000	109100000	1	K
5275	Chr12	125750000	125850000	6	K
5276	Chr12	150900000	151000000	0	K
5277	Chr12	159350000	159450000	6	K
5278	Chr12	13550000	13650000	4	K
5279	Chr12	14600000	14700000	1	K
5280	Chr12	17800000	17900000	4	K
5281	Chr12	51300000	51400000	1	K
5282	Chr12	68100000	68200000	4	K
5283	Chr12	69200000	69300000	1	K
5284	Chr12	82750000	82850000	0	K
5285	Chr12	102700000	102800000	0	K
5286	Chr12	119500000	119600000	5	K
5287	Chr12	126850000	126950000	4	K
5288	Chr12	137350000	137450000	1	K
5289	Chr12	141500000	141600000	3	K
5290	Chr12	144650000	144750000	3	K
5291	Chr12	157250000	157350000	3	K
5292	Chr12	164600000	164700000	10	K
5293	Chr12	3000000	3100000	9	K
5294	Chr12	3600000	3700000	10	K
5295	Chr12	4500000	4600000	8	K
5296	Chr12	5850000	5950000	7	K
5297	Chr12	7150000	7250000	6	K
5298	Chr12	7950000	8050000	9	K
5299	Chr12	8600000	8700000	8	K
5300	Chr12	9150000	9250000	4	K
5301	Chr12	10600000	10700000	6	K
5302	Chr12	10800000	10900000	6	K
5303	Chr12	11250000	11350000	2	K
5304	Chr12	11600000	11700000	5	K
5305	Chr12	14200000	14300000	3	K
5306	Chr12	15500000	15600000	3	K
5307	Chr12	17100000	17200000	0	K
5308	Chr12	17350000	17450000	4	K
5309	Chr12	18600000	18700000	3	K
5310	Chr12	21750000	21850000	5	K
5311	Chr12	22250000	22350000	2	K
5312	Chr12	22650000	22750000	2	K
5313	Chr12	23250000	23350000	11	K
5314	Chr12	23650000	23750000	3	K
5315	Chr12	24600000	24700000	3	K
5316	Chr12	26450000	26550000	5	K
5317	Chr12	27050000	27150000	6	K
5318	Chr12	27500000	27600000	4	K
5319	Chr12	28900000	29000000	4	K
5320	Chr12	29600000	29700000	3	K
5321	Chr12	30050000	30150000	4	K
5322	Chr12	30600000	30700000	5	K
5323	Chr12	32850000	32950000	3	K
5324	Chr12	33750000	33850000	7	K
5325	Chr12	34700000	34800000	8	K
5326	Chr12	35450000	35550000	5	K
5327	Chr12	36250000	36350000	8	K
5328	Chr12	36900000	37000000	4	K
5329	Chr12	37800000	37900000	1	K
5330	Chr12	39250000	39350000	4	K
5331	Chr12	42000000	42100000	1	K
5332	Chr12	42500000	42600000	0	K
5333	Chr12	44750000	44850000	1	K
5334	Chr12	48850000	48950000	2	K
5335	Chr12	49350000	49450000	1	K
5336	Chr12	50400000	50500000	0	K
5337	Chr12	55400000	55500000	1	K
5338	Chr12	56050000	56150000	3	K
5339	Chr12	56400000	56500000	1	K
5340	Chr12	57100000	57200000	1	K
5341	Chr12	57400000	57500000	1	K
5342	Chr12	58500000	58600000	1	K
5343	Chr12	58850000	58950000	2	K
5344	Chr12	59350000	59450000	1	K
5345	Chr12	60350000	60450000	1	K
5346	Chr12	60900000	61000000	2	K
5347	Chr12	61250000	61350000	2	K
5348	Chr12	62500000	62600000	0	K
5349	Chr12	65100000	65200000	3	K
5350	Chr12	67350000	67450000	4	K
5351	Chr12	70450000	70550000	1	K
5352	Chr12	71150000	71250000	3	K
5353	Chr12	71600000	71700000	1	K
5354	Chr12	72950000	73050000	0	K
5355	Chr12	73700000	73800000	1	K
5356	Chr12	74550000	74650000	0	K
5357	Chr12	75600000	75700000	0	K
5358	Chr12	78350000	78450000	0	K
5359	Chr12	79200000	79300000	1	K
5360	Chr12	79400000	79500000	0	K
5361	Chr12	80400000	80500000	1	K
5362	Chr12	83950000	84050000	0	K
5363	Chr12	84800000	84900000	2	K
5364	Chr12	86300000	86400000	0	K
5365	Chr12	89600000	89700000	0	K
5366	Chr12	90650000	90750000	2	K
5367	Chr12	92750000	92850000	1	K
5368	Chr12	93800000	93900000	4	K
5369	Chr12	94800000	94900000	3	K
5370	Chr12	97050000	97150000	1	K
5371	Chr12	97600000	97700000	1	K
5372	Chr12	98300000	98400000	2	K
5373	Chr12	98650000	98750000	1	K
5374	Chr12	99150000	99250000	1	K
5375	Chr12	99800000	99900000	1	K
5376	Chr12	100700000	100800000	0	K
5377	Chr12	102100000	102200000	2	K
5378	Chr12	105300000	105400000	2	K
5379	Chr12	105950000	106050000	3	K
5380	Chr12	107150000	107250000	1	K
5381	Chr12	107550000	107650000	6	K
5382	Chr12	108450000	108550000	4	K
5383	Chr12	110950000	111050000	0	K
5384	Chr12	114350000	114450000	2	K
5385	Chr12	114900000	115000000	2	K
5386	Chr12	115550000	115650000	2	K
5387	Chr12	116850000	116950000	1	K
5388	Chr12	117550000	117650000	1	K
5389	Chr12	118600000	118700000	2	K
5390	Chr12	120700000	120800000	2	K
5391	Chr12	121150000	121250000	2	K
5392	Chr12	122800000	122900000	3	K
5393	Chr12	124100000	124200000	3	K
5394	Chr12	124350000	124450000	1	K
5395	Chr12	128700000	128800000	2	K
5396	Chr12	129050000	129150000	3	K
5397	Chr12	129450000	129550000	2	K
5398	Chr12	129700000	129800000	1	K
5399	Chr12	130150000	130250000	2	K
5400	Chr12	130900000	131000000	1	K
5401	Chr12	132850000	132950000	1	K
5402	Chr12	133500000	133600000	3	K
5403	Chr12	133800000	133900000	4	K
5404	Chr12	135050000	135150000	3	K
5405	Chr12	135650000	135750000	5	K
5406	Chr12	135850000	135950000	3	K
5407	Chr12	136150000	136250000	1	K
5408	Chr12	139100000	139200000	6	K
5409	Chr12	140850000	140950000	1	K
5410	Chr12	141100000	141200000	2	K
5411	Chr12	143250000	143350000	3	K
5412	Chr12	144000000	144100000	4	K
5413	Chr12	144350000	144450000	4	K
5414	Chr12	145350000	145450000	3	K
5415	Chr12	147100000	147200000	0	K
5416	Chr12	148200000	148300000	7	K
5417	Chr12	149150000	149250000	5	K
5418	Chr12	149600000	149700000	2	K
5419	Chr12	150550000	150650000	0	K
5420	Chr12	151600000	151700000	5	K
5421	Chr12	152500000	152600000	0	K
5422	Chr12	153800000	153900000	4	K
5423	Chr12	154200000	154300000	2	K
5424	Chr12	154500000	154600000	2	K
5425	Chr12	158500000	158600000	8	K
5426	Chr12	159900000	160000000	8	K
5427	Chr12	161200000	161300000	3	K
5428	Chr12	161800000	161900000	0	K
5429	Chr12	162250000	162350000	10	K
5430	Chr12	163700000	163800000	12	K
5431	Chr12	163950000	164050000	9	K
5432	Chr12	166400000	166500000	11	K
5433	Chr12	166950000	167050000	7	K
5434	Chr12	168900000	169000000	11	K
5435	Chr12	169400000	169500000	14	K
5436	Chr12	169650000	169750000	17	K
5437	Chr12	170350000	170450000	13	K
5438	Chr12	170750000	170850000	10	K
5439	Chr12	171150000	171250000	12	K
5440	Chr12	171800000	171900000	5	K
5441	Chr12	5250000	5350000	5	K
5442	Chr12	6450000	6550000	5	K
5443	Chr12	16400000	16500000	2	K
5444	Chr12	18900000	19000000	2	K
5445	Chr12	20450000	20550000	1	K
5446	Chr12	21500000	21600000	0	K
5447	Chr12	25450000	25550000	9	K
5448	Chr12	28450000	28550000	7	K
5449	Chr12	30950000	31050000	5	K
5450	Chr12	32400000	32500000	3	K
5451	Chr12	35800000	35900000	4	K
5452	Chr12	37250000	37350000	4	K
5453	Chr12	38300000	38400000	3	K
5454	Chr12	40000000	40100000	8	K
5455	Chr12	44050000	44150000	2	K
5456	Chr12	48500000	48600000	1	K
5457	Chr12	52300000	52400000	2	K
5458	Chr12	54550000	54650000	1	K
5459	Chr12	63450000	63550000	1	K
5460	Chr12	68300000	68400000	3	K
5461	Chr12	86000000	86100000	0	K
5462	Chr12	93350000	93450000	1	K
5463	Chr12	106300000	106400000	2	K
5464	Chr12	112200000	112300000	4	K
5465	Chr12	113000000	113100000	0	K
5466	Chr12	123500000	123600000	1	K
5467	Chr12	125050000	125150000	5	K
5468	Chr12	134350000	134450000	0	K
5469	Chr12	136600000	136700000	4	K
5470	Chr12	145900000	146000000	4	K
5471	Chr12	160850000	160950000	5	K
5472	Chr12	165050000	165150000	11	K
5473	Chr12	165950000	166050000	8	K
5474	Chr12	167250000	167350000	11	K
5475	Chr12	168050000	168150000	14	K
5476	Chr12	174350000	174450000	12	K
5477	Chr13	67050000	67150000	1	K
5478	Chr13	25100000	25200000	4	K
5479	Chr13	150900000	151000000	1	K
5480	Chr13	176100000	176200000	14	K
5481	Chr13	192900000	193000000	13	K
5482	Chr13	13550000	13650000	5	K
5483	Chr13	19900000	20000000	2	K
5484	Chr13	26200000	26300000	2	K
5485	Chr13	45000000	45100000	1	K
5486	Chr13	56600000	56700000	2	K
5487	Chr13	90150000	90250000	2	K
5488	Chr13	91200000	91300000	2	K
5489	Chr13	104800000	104900000	0	K
5490	Chr13	115250000	115350000	0	K
5491	Chr13	120500000	120600000	1	K
5492	Chr13	130000000	130100000	2	K
5493	Chr13	135250000	135350000	0	K
5494	Chr13	138400000	138500000	3	K
5495	Chr13	149850000	149950000	4	K
5496	Chr13	170900000	171000000	7	K
5497	Chr13	174050000	174150000	11	K
5498	Chr13	191800000	191900000	11	K
5499	Chr13	196050000	196150000	17	K
5500	Chr13	2750000	2850000	14	K
5501	Chr13	3450000	3550000	6	K
5502	Chr13	4450000	4550000	10	K
5503	Chr13	4800000	4900000	4	K
5504	Chr13	5550000	5650000	10	K
5505	Chr13	8700000	8800000	6	K
5506	Chr13	11750000	11850000	2	K
5507	Chr13	12300000	12400000	7	K
5508	Chr13	12700000	12800000	1	K
5509	Chr13	14100000	14200000	0	K
5510	Chr13	15200000	15300000	0	K
5511	Chr13	16050000	16150000	3	K
5512	Chr13	18700000	18800000	1	K
5513	Chr13	19000000	19100000	3	K
5514	Chr13	19500000	19600000	4	K
5515	Chr13	21050000	21150000	5	K
5516	Chr13	22250000	22350000	4	K
5517	Chr13	22650000	22750000	6	K
5518	Chr13	23100000	23200000	0	K
5519	Chr13	24750000	24850000	5	K
5520	Chr13	25550000	25650000	2	K
5521	Chr13	28400000	28500000	4	K
5522	Chr13	28750000	28850000	5	K
5523	Chr13	29400000	29500000	4	K
5524	Chr13	29950000	30050000	3	K
5525	Chr13	32100000	32200000	2	K
5526	Chr13	32850000	32950000	0	K
5527	Chr13	34250000	34350000	3	K
5528	Chr13	34650000	34750000	8	K
5529	Chr13	34950000	35050000	5	K
5530	Chr13	35250000	35350000	6	K
5531	Chr13	35850000	35950000	1	K
5532	Chr13	38450000	38550000	2	K
5533	Chr13	39450000	39550000	2	K
5534	Chr13	40150000	40250000	1	K
5535	Chr13	40750000	40850000	1	K
5536	Chr13	41450000	41550000	3	K
5537	Chr13	41800000	41900000	1	K
5538	Chr13	44250000	44350000	2	K
5539	Chr13	44600000	44700000	0	K
5540	Chr13	45650000	45750000	3	K
5541	Chr13	45950000	46050000	2	K
5542	Chr13	46850000	46950000	2	K
5543	Chr13	48750000	48850000	2	K
5544	Chr13	49850000	49950000	1	K
5545	Chr13	52000000	52100000	0	K
5546	Chr13	52200000	52300000	1	K
5547	Chr13	53300000	53400000	1	K
5548	Chr13	53850000	53950000	3	K
5549	Chr13	54250000	54350000	5	K
5550	Chr13	55700000	55800000	0	K
5551	Chr13	56150000	56250000	1	K
5552	Chr13	57100000	57200000	2	K
5553	Chr13	61000000	61100000	1	K
5554	Chr13	61700000	61800000	3	K
5555	Chr13	62100000	62200000	0	K
5556	Chr13	64150000	64250000	3	K
5557	Chr13	64850000	64950000	3	K
5558	Chr13	65700000	65800000	4	K
5559	Chr13	68650000	68750000	3	K
5560	Chr13	69300000	69400000	0	K
5561	Chr13	69650000	69750000	0	K
5562	Chr13	71150000	71250000	1	K
5563	Chr13	71650000	71750000	0	K
5564	Chr13	74500000	74600000	0	K
5565	Chr13	75600000	75700000	2	K
5566	Chr13	76100000	76200000	2	K
5567	Chr13	78300000	78400000	5	K
5568	Chr13	79750000	79850000	4	K
5569	Chr13	80400000	80500000	3	K
5570	Chr13	80950000	81050000	2	K
5571	Chr13	82050000	82150000	1	K
5572	Chr13	83700000	83800000	1	K
5573	Chr13	84350000	84450000	1	K
5574	Chr13	85300000	85400000	0	K
5575	Chr13	87400000	87500000	0	K
5576	Chr13	88700000	88800000	1	K
5577	Chr13	92000000	92100000	1	K
5578	Chr13	93750000	93850000	1	K
5579	Chr13	95000000	95100000	2	K
5580	Chr13	96050000	96150000	0	K
5581	Chr13	97700000	97800000	1	K
5582	Chr13	99450000	99550000	0	K
5583	Chr13	103000000	103100000	1	K
5584	Chr13	103600000	103700000	1	K
5585	Chr13	105950000	106050000	2	K
5586	Chr13	107050000	107150000	1	K
5587	Chr13	108300000	108400000	2	K
5588	Chr13	108650000	108750000	2	K
5589	Chr13	108900000	109000000	0	K
5590	Chr13	109550000	109650000	2	K
5591	Chr13	110750000	110850000	2	K
5592	Chr13	112950000	113050000	1	K
5593	Chr13	114650000	114750000	3	K
5594	Chr13	116450000	116550000	0	K
5595	Chr13	117550000	117650000	0	K
5596	Chr13	118750000	118850000	2	K
5597	Chr13	119400000	119500000	0	K
5598	Chr13	122800000	122900000	1	K
5599	Chr13	123400000	123500000	1	K
5600	Chr13	124300000	124400000	1	K
5601	Chr13	124900000	125000000	2	K
5602	Chr13	125550000	125650000	2	K
5603	Chr13	127050000	127150000	2	K
5604	Chr13	128700000	128800000	4	K
5605	Chr13	129450000	129550000	4	K
5606	Chr13	131700000	131800000	2	K
5607	Chr13	132600000	132700000	0	K
5608	Chr13	133900000	134000000	3	K
5609	Chr13	136100000	136200000	1	K
5610	Chr13	136550000	136650000	4	K
5611	Chr13	136900000	137000000	2	K
5612	Chr13	137800000	137900000	0	K
5613	Chr13	138100000	138200000	4	K
5614	Chr13	138800000	138900000	2	K
5615	Chr13	139950000	140050000	1	K
5616	Chr13	140700000	140800000	2	K
5617	Chr13	140950000	141050000	1	K
5618	Chr13	142150000	142250000	1	K
5619	Chr13	143050000	143150000	0	K
5620	Chr13	143900000	144000000	4	K
5621	Chr13	145300000	145400000	2	K
5622	Chr13	146450000	146550000	0	K
5623	Chr13	147450000	147550000	1	K
5624	Chr13	148550000	148650000	3	K
5625	Chr13	152550000	152650000	2	K
5626	Chr13	152950000	153050000	2	K
5627	Chr13	153300000	153400000	11	K
5628	Chr13	154000000	154100000	6	K
5629	Chr13	155050000	155150000	3	K
5630	Chr13	155500000	155600000	4	K
5631	Chr13	155800000	155900000	5	K
5632	Chr13	156350000	156450000	1	K
5633	Chr13	156750000	156850000	2	K
5634	Chr13	158550000	158650000	6	K
5635	Chr13	159200000	159300000	5	K
